id.exposure	id.outcome	outcome	exposure	pt	outliers_removed	Isq	egger_intercept	se	pval
WhUbFp	Slo9ZF	covidhgi2020A2v5alleur	Allen2020ipf	5e-8	TRUE	0.4861163136747115	0.01780801389130019	0.04006458386741176	0.6701109824518984
30cFAO	TE1ljf	covidhgi2020B2v5alleur	Allen2020ipf	5e-8	FALSE	0.9697465837195061	0.0561971712174697	0.021585681329329375	0.021862528988367783
30cFAO	TE1ljf	covidhgi2020B2v5alleur	Allen2020ipf	5e-8	TRUE	0.6045954138155323	0.013373934655656543	0.024846337391526033	0.605041700930515
cWFa8Z	kbZpfY	covidhgi2020C2v5alleur	Allen2020ipf	5e-8	FALSE	0.9706741691101398	0.016166439710207245	0.007335032309539259	0.04615678915146177
cWFa8Z	kbZpfY	covidhgi2020C2v5alleur	Allen2020ipf	5e-8	TRUE	0.6102359444471892	0.007805434671337455	0.012584356114954167	0.5504740926575429
cei0tF	BCLNig	covidhgi2020A2v5alleur	Linner2019risk	5e-8	FALSE	0.5768303977530502	0.03789691210431437	0.03174376779107212	0.24420858085247824
cei0tF	BCLNig	covidhgi2020A2v5alleur	Linner2019risk	5e-8	TRUE	0.5842760642091386	0.028131511396650873	0.027845154182813376	0.3228702862423466
ZrQ59f	HWsg6f	covidhgi2020B2v5alleur	Linner2019risk	5e-8	FALSE	0.44633942222924056	0.03182212068537051	0.02185919201024531	0.15841168848245044
ZrQ59f	HWsg6f	covidhgi2020B2v5alleur	Linner2019risk	5e-8	TRUE	0.4602711915967637	0.02489483368729913	0.01945796940206514	0.21350747973119738
99OpWS	DusOD7	covidhgi2020C2v5alleur	Linner2019risk	5e-8	FALSE	0.32329652616035603	0.012599030917231597	0.009409674656170548	0.19313368266987244
p4ejyy	gnQNZ2	covidhgi2020A2v5alleur	Demontis2018adhd	5e-8	FALSE	0.10373409500224802	-0.09041355594839634	0.07344161959674975	0.2580422426347102
p4ejyy	gnQNZ2	covidhgi2020A2v5alleur	Demontis2018adhd	5e-8	TRUE	0	-0.059483577832446385	0.06802016373234127	0.4154743705969971
buFoFZ	iBSrQk	covidhgi2020B2v5alleur	Demontis2018adhd	5e-8	FALSE	0	-0.047636258274323405	0.04389126725434986	0.31373504740604824
VAAT7H	bCvwoJ	covidhgi2020C2v5alleur	Demontis2018adhd	5e-8	FALSE	0	-0.003501118111366962	0.018768965269722607	0.8573141391628012
z997Sj	DlcqIL	covidhgi2020A2v5alleur	Grove2019asd	5e-6	FALSE	0	-0.005866563035009052	0.016787594387680613	0.7289005948750499
BwI9qp	HrRs36	covidhgi2020B2v5alleur	Grove2019asd	5e-6	FALSE	0	-0.011923437911984186	0.011360255331901327	0.3013171825126731
yYIFtM	GP4ipg	covidhgi2020C2v5alleur	Grove2019asd	5e-6	FALSE	0	-0.0023826732517933835	0.0051133342035285245	0.6442066881497845
5gXcWw	sRXWxe	covidhgi2020A2v5alleur	Ripke2014scz	5e-8	FALSE	0.3770158049794871	8.507249657886096e-4	0.015374166825319164	0.9560151430621672
i6nr8R	sMQrE4	covidhgi2020B2v5alleur	Ripke2014scz	5e-8	FALSE	0.176833371705396	0.005955419364435957	0.010431951744041242	0.5697416517296745
Z9FFuH	OWpcnY	covidhgi2020C2v5alleur	Ripke2014scz	5e-8	FALSE	0.19629120709419642	-7.891990613242526e-6	0.004350392026296735	0.9985572603129269
ao5tPl	ZuQuof	covidhgi2020A2v5alleur	Stahl2019bip	5e-8	FALSE	0	-0.07166159329602612	0.055460175871418924	0.22537406207966826
